111111 1
011111 1
001111 1
000111 1
000011 1
000001 1
000000 1
100000 1
110000 1
111000 1
111100 1
111110 1
111111 1
111011 9
011011 9
001011 9
000011 9
000111 9
000101 9
000100 9
100100 9
110100 9
111100 9
111000 9
111010 9
111011 9
101110 49
001110 49
011110 49
010110 49
010010 49
010000 49
010001 49
110001 49
100001 49
101001 49
101101 49
101111 49
101110 49
011011 57
111011 57
101011 57
100011 57
100111 57
100101 57
100100 57
000100 57
010100 57
011100 57
011000 57
011010 57
011011 57
000000 2
100000 2
110000 2
111000 2
111100 2
111110 2
111111 2
011111 2
001111 2
000111 2
000011 2
000001 2
000000 2
110111 10
010111 10
000111 10
001111 10
001011 10
001001 10
001000 10
101000 10
111000 10
110000 10
110100 10
110110 10
110111 10
011101 50
111101 50
101101 50
100101 50
100001 50
100011 50
100010 50
000010 50
010010 50
011010 50
011110 50
011100 50
011101 50
110110 58
010110 58
000110 58
001110 58
001010 58
001000 58
001001 58
101001 58
111001 58
110001 58
110101 58
110111 58
110110 58
100010 3
000010 3
010010 3
011010 3
011110 3
011100 3
011101 3
111101 3
101101 3
100101 3
100001 3
100011 3
100010 3
111000 11
011000 11
001000 11
000000 11
000100 11
000110 11
000111 11
100111 11
110111 11
111111 11
111011 11
111001 11
111000 11
100100 51
000100 51
010100 51
011100 51
011000 51
011010 51
011011 51
111011 51
101011 51
100011 51
100111 51
100101 51
100100 51
010011 59
110011 59
100011 59
101011 59
101111 59
101101 59
101100 59
001100 59
011100 59
010100 59
010000 59
010010 59
010011 59
010001 4
110001 4
100001 4
101001 4
101101 4
101111 4
101110 4
001110 4
011110 4
010110 4
010010 4
010000 4
010001 4
000111 12
100111 12
110111 12
111111 12
111011 12
111001 12
111000 12
011000 12
001000 12
000000 12
000100 12
000110 12
000111 12
001001 52
101001 52
111001 52
110001 52
110101 52
110111 52
110110 52
010110 52
000110 52
001110 52
001010 52
001000 52
001001 52
110010 60
010010 60
000010 60
001010 60
001110 60
001100 60
001101 60
101101 60
111101 60
110101 60
110001 60
110011 60
110010 60
111010 5
011010 5
001010 5
000010 5
000110 5
000100 5
000101 5
100101 5
110101 5
111101 5
111001 5
111011 5
111010 5
101111 13
001111 13
011111 13
010111 13
010011 13
010001 13
010000 13
